Source Term	Target Term
artifact	error de lectura
as in pneumological findings	Legacy Clinical Study Report_U07312802 (Afanatib)
arteritis	arteritis
as in: sustained stable disease	Legacy Clinical Study Report_U07312802 (Afanatib)
as in:In general for this SOC category, there could be a dose dependency	Legacy Clinical Study Report_U07312802 (Afanatib)
as in: anteroseptal ST elevation myocardial infarction	20130715 Pradaxa Clinical Trial Report 1160.46_pags 143 a 155
as is	la droga tal cual
as is assay	contenido como tal, tal cual
as surrogate	como sustituto
as/salud/dircap/mat/examenesviejos/2010/patologiapediatrica.pdf	glyxambi nonclinical 9201
as is basis	calculado sobre la droga tal cual
as measured	como resultante de la medición
ASA	ácido acetilsalicílico
aseptic processing	procesamiento aséptico
ascorbyl palmitate	palmitato de ascorbilo
ASA - acetylsalicylic acid	AAS - ácido acetilsalicílico
ascade Impactor	impactador de casacada Andersen
asbestos	asbesto
ascites	ascitis
ash	reducir a cenizas
asparate	aspartato
aspartame	aspartamo
ASMF	archivo maestro de fármacos
asias gastrointestinales de malignidad no especificada NCOC	Ídem. // Tabla de malignancies. // MedDRA
Asian Global	Asiáticos totales
AST	AST
aspartate aminotransferase	aspartato aminotransferasa
assay	valoración
assay (per gram)	contenido (por gramo)
aspect	apariencia
aspiration	aspiración
association rate constant	constante de asociación
assumption of proportional hazards	hipótesis de riesgos proporcionales
Association for Assessment and Accreditation of Laboratory Animal Care International	Asociación Internacional para la Evaluación y Acreditación del Cuidado de Animales de Laboratorio
Asthma Control Questionnaire	Cuestionario de Control del Asma
asthma bronchospasm	broncoespasmo asmático
asthma controlled days	días sin asma
asthenia	astenia
Asthma Clinical Research Network	Red de Investigación Clínica del Asma
Asthma Control Questionnaire	New Engl J of Med_2012, 367 (13) 1198-1207_P12-10275
Asthma Control Test	prueba de asma Asthma Control Test TM
Asthma Quality of Life Questionnaire	Cuestionario de calidad de vida en pacientes con asma
at pilot scale	a escala piloto
at commercial production scale	a escala de producción comercial
asymptomatic	asintomática
at subject if ALT ? 3xULN and bilirubin ? 2xULN. / http://www.bago.com/bagoarg/biblio/clmedweb497.htm	Prot-201435_pp32_59 (sección 6.3.1)
Asthma Symptom Utility Index	cuestionario Asthma Symptom Utility Index (ASUI)
at 1hour pre-dose	una hora antes de la dosis
at production scale	a escala de producción
Asymmetric Flow Field-Flow Fractionation (AF4)	Fraccionamiento en Campo de Flujo Asimétrico (AF4)
ATM - Sonic Sifter	tamizadora sónica ATM
aterotrombosis	sigla en ambos idiomas: REACH
atipamezole	atipamezol
ATE	tromboembolismo arterial
aterol_V2_S0000634605	3 de 3
ATC code	código ATC
AT1 receptor	receptor AT1
ATE buffer	buffer ATE
atazanavir	atazanavir
ATM Sonic Sifter	tamizadora sónica ATM
atopic	atópico
AtoB	AtoB
atomiser speed	velocidad del atomizador
atorvastatin	atorvastatina
atomic coordinates and Biso involving hydrogens/Beq	Coordenadas atómicas y Biso que involucra hidrógenos/Beq
ATP - Adenosine triphosphate	ATP - Adenosina trifosfato
atory+Activities+(MedDRA)	Empa Non clin 31-39
ATP	ATP
atrial fibrillation	fibrilación auricular
atrial flutter	aleteo auricular
ATR-kit	equipo ATR
ATR-procedure	procedimiento RTA
ATR	RTA
atrophic alterations	alteraciones atróficas
atrial appendage	orejuela
atrial fibrilation	fibrilación auricular
atrioventricular block	bloqueo atrioventricular
ATP-binding cassette	dominio de unión a ATP
ATS	STA
ATS/ERS task force	recomendaciones de la ATS/ERS Task Force
attack of chest trouble	ataque de su problema respiratorio
atropine	atropina
attachment	figuras adjuntas
AUCtm-tn	ABCtm-tn
AUC(0?24h,ss)	ABC(0?24h,ss)
AU	AU
AUC(0?24h)	ABC(0?24h)
AUC(0?24h) Area under the curve from time zero to 24 h post-dose	AUC(0?24h) - Área bajo la curva desde el momento cero has las 24 h posteriores a la dosis
atypical hyperplasia	hiperplasia atípica
audit trail	documentos de auditoría
ATV	ATV
AUC area under the curve	AUC - área bajo la curva
aunque no parezca, creo que hay un término de MedDRA	New Engl J of Med_2012, 367 (13) 1198-1207_P12-10275 Desde página 11 hasta el final
AUMC	ABMC
AUEC	ABCE
ausas de muerte / MedDRA	Clin sum_Sum clin safety_C0173507002_80 a 100
Authentikit isoenzyme analysis system	sistema Authentikit de análisis de isoenzimas
autoantibody	autoanticuerpo
auto-injector	inyector automático
autoclaving cycle	ciclo de esterilización en autoclave
autophosphorylation	autofosforilación
autothreshold validation	umbral de validación automática
automatic feeder balance	balanza de alimentación automática
automated sampling device	dispositivo de muestreo automatizado
autonomic dysfunction	disfunción autonómica
automatic differential	fórmula leucocitaria (automatizada)
automatic sachet machine	envasadora automática para sobres
autosampler	procesador de muestras automático
auxiliary testing facility	servicio de análisis auxiliar
AV	VP
avascular necrosis	osteonecrosis
aVF	aVF
average peak area	área promedio del pico
AV block	BAV
average mass	masa promedio
auxiliary agent	coadyuvante
average weight	peso promedio
axillary lymph node	ganglio linfático axilar
axial skeleton	huesos de la cabeza y del tronco
azaperone	azaperona
azeotropic distillation	destilación azeotrópica
aVTEt - acute VTE treatment	aVTEt - ratamiento de la tromboembolia venosa aguda
aVL	aVL
aVTEt study	estudio de trTEVa
AVG	AVG
aVR	aVR
B-lymphocytes	linfocitos b
b6f82f5fe957625df307e6f8cb	Olodaterol
azilsartan	azilsartán
B16-Arg/Arg	genotipo B16-Arg/Arg
b-adrenergic	beta adrenérgico
b.i.d. - twice daily	b.i.d. - dos veces al día
b.wt. - Body weight	Peso corporal
back-up ring	anillo de apoyo
background	fondo
background incidence	incidencia subyacente
back calculation	retrocálculo
back-diffusion	eflujo
BAC	CB
background incidence rate	tasa basal de incidencia
background control range	rango de valores para de los animales control
background intensity	intensidad del fondo
background noise	ruido de fondo
background subtraction	sustracción de la radiación de fondo
background therapy	tratamiento de base
background scan	espectros de fondo
background lawn	superficie de fondo
background spectrum	radiación de fondo
background scan / background spectrum	espectros de fondo
background medication	medicación de base
bacteraemia	bacteriemia
bact	bacterias
backwards elimination approach	método de eliminación descendente
backtransformed	obtenido por transformación inversa
bacteria-retaining filter	filtro para retención de bacterias
background water content	contenido de agua subyacente
bacmid	Bacmid
baclofen	baclofeno
bacterial reverse mutation assay	ensayo de mutación bacteriana inversa
bacteriuria	bacteriuria
bag-mask ventilation	ventilación con bolsa y máscara
bacterio-cytotoxic concentrations	concentraciones bacteriocitotóxicas
bacteriotoxic	tóxico bacteriano
BAEP - Brainstem auditory evoked potentials	PEATE - Potenciales evocados auditivos del tronco encefálico
bad habit	hábito negativo
baculovirus expression system	sistema de expresión (de proteínas) basado en baculovirus
bacteriotoxicity	toxicidad bacteriana
BAEP	PEATE
"Barlett""s test"	prueba de Barlett
balanoposthitis	balanopostitis
banding pattern	patrón de bandas
bar	bar
balanitis	balanitis
bariatric	bariátrica
Balb/c 3T3 Mouse fibroblasts	fibroblastos de ratones Balb/c-3T3
barbiturate	barbitúrico
banana flakes	escamas de banana
basal cell carcinoma	carcinoma basocelular
Bartlett test	prueba de Bartlett
barrier contraception	anticonceptivos de barrera
BAS	BA
barrier system	sistema de barrera
base stressed	sometido a alteración química por base
base pair substitutions	mutaciones por sustitución de pares de bases
base pair deletions	deleción de pares de bases
base-pair substitutions	mutaciones por sustitución de pares de bases
baseline	línea de base
base stressed sample	muestra sometida a alteración química por base
BASALT	BASALT
baseline	inicial
basal insulin	insulina basal
basic polymer	polímero básico
Baseline Pain Intensity	intensidad del dolor al inicio
baseline (in chromatography)	línea de base
baseline dyspnea index	índice de disnea inicial
basic solution	solución básica
basic peak group	pico correspondiente al grupo de moléculas básicas
basilar portion	porción basilar
basket	canastilla
Baseline Dyspnoea Index	índice de disnea basal
basket method	método de cesta
basket sinker	canastillo
basolateral to apical	basolateral a apical
batch identifier	identificador de partida
BCAA - branched-chain amino acids	AACR - aminoácidos de cadena ramificada
Batch No. / Batch number	Núm. de partida / Número de partida
batch size	tamaño de partida
batch	partida
BCAA	AACR
Bayesian analysis	análisis bayesiano
"Bazett""s formula"	fórmula de Bazett
basophilic tubules	túbulo basófilo
basophil	basófilo
BE	BE
BCRP	BCRP
BCS	BCS
BDI	IDB
BCRP - breast cancer resistance protein (syn. ABCG2)	BCRP - Proteína de resistencia del cáncer de mama (sin., ABCG2)
beamsplitter	divisor de haz
beaker	vaso de precipitados
bcr	BCR
BCS Biopharmaceutical Classification System - BCS-	Sistema de Clasificación Biofarmacéutica
beclomethasone	beclometasona
Because of such concerns and the heterogeneity of patients with asthma, alternative controller agents are needed	New Engl J of Med_2010 hasta no patien withdrew because
Beats per minute: Abreviar como lpm solo en listado de siglas	Pradaxa Clinical Report p 160
beclometasone	beclometasona
behaviour	conducta
beclomethasone dipropionate	dipropionato de beclometasona
bedside test	prueba rápida
benefit - risk assessment	evaluación beneficio/riesgo
benefit/risk balance	balance beneficio/riesgo
beige	beis
benazepril	benazepril
Benzalkonium chloride solution	Solución de cloruro de benzalconio
benzamidine	benzamidina
bent inyection needle	aguja para inyección curva
bent limb bones	huesos de extremidades curvos
benzalkonium chloride	cloruro de benzalconio
Benzeneacetic acid	ácido bencenosulfónico
benzyl alcohol	alcohol bencílico
benzyl benzoate	benzoato bencílico
benzenesulfinic acid	ácido bencenosulfínico
bepridil	bepridil
Benzenesulfonic acid alkyl ester	éster alquilo de ácido bencenosulfónico
best morning PEF	mejor resultado de FEM matutino
beta-HCG pregnancy test	prueba de embarazo ?-HCG
best test	mejor prueba
"Bernoulli ""hit"""	"""acierto"" de Bernoulli"
"Bernoulli ""hit"""	"""""acierto"" de Bernoulli"
beta-blocking agent	? bloqueante
best response	mejor respuesta
Best Adjustment Strategy for Asthma over Long Term	estudio sobre la mejor estrategia de ajuste para el asma en el largo plazo
beta2- adrenoreceptor agonist	agonista de los receptores adrenérgicos beta 2
beta-N-acetyl-D-glucosaminidase	?-N-acetil-D-glucosaminidasa
betamethasone	betametasona
betamethasone valerate	valerato de betametasona
betamimetics	betamimetics
Betatab	Betatab
Beta-insulin receptor kinase	Cinasa del receptor ? de la insulina
BI clinical monitor	revisor clínico de BI
bevel edged	borde biselado
bFGF	bFGF
BI 201335 acid	ácido BI 201335
BI Chemicals lot number	número de lote BI Chemicals
between group p value	valor p entre grupos
BI	BI
BHT	BHT
bevacizumab	bevacizumab
BfArM	BfArM
BI Number	Número BI
BI tower logo	logo con la torre de BI
BIBW 2992 hydrogen sulfite adduct	aducto de bisulfito de BIBW 2992
biamperometric Karl Fisher titration	valoración biamperométrica de Karl Fisher
bias	MA 11-8-16
BI Global Drug Safety Database	Base de Datos de Seguridad Farmacológica Global de BI
BIBF	BIBF
BI customised MedDRA Queries	consultas en MedDRA personalizadas para BI
bifid rib	costilla bífida
biexponential	biexponencial
BIcMQ	BIcMQ
bicarbonate	bicarbonato
bid	dos veces por día
Biel water T-maze test	prueba del laberinto de agua en T de Biel
bida	BI dic-2012
BID - bis in die (twice a day)	BID - dos veces al día
biguanide	biguanida
Bile acid sequestrant	secuestrante de ácido biliar
bile-tolerant gram negative bacteria	bacterias gramnegativas resistentes a la bilis
bilayered - bi-layered	bicapa
bilayered	bicapa
bilateral tubal ligation	oclusión tubaria bilateral
bile duct stones	piedras en el conducto biliar
biliary colic	cólico biliar
bili	bilirrubina
biliary tract disease	enfermedad del tracto biliar
biliary tree	árbol biliar
biliary tract	tracto biliar
biliary excretion	eliminación biliar
binding pocket	sitio de unión
Binding Level Assay	Ensayo de capacidad de unión
binding	unión
bin mixer	mezclador de contenedor
bin blender	mezclador de contenedor
binding kinetics	cinética de unión
binder	aglutinante
binding site	sitio de unión
binary trituration	trituración binaria
BIO2100 Reporting System	Sistema de Informes BIO2100
bioassay	ensayo biológico
binomial distribution	distribución binomial
bioequivalence	bioequivalencia
bioavailability	biodisponibilidad
bioanalytical report	informe bioanalítico
bioanalyst	bioanalista
bioburden	biocarga
biological reference preparation	patrón biológico de referencia
biomarker	marcador biológico
bioequivalence study	estudio de bioequivalencia
Biopharmaceutical Classification System	Sistema de Clasificación Biofarmacéutica
biomodal distribution	distribución bimodal
biophores	bióforos
biomarker analysis	análisis de biomarcadores
Bioreactor // http://www.sartorius.es/es/product/product-detail/dh-020lorm-2/	Sp-2487432_S241_ABIOAL0202_Q0020527702-pags1-14_tr-SF
biotinyl biotin	biotinil biotina
Biopharmaceuticals Classification System Class III	clase III según el sistema de clasificación biofarmacéutica
biphosphonate	bifosfonato
biperiden	biperideno
biphasic manner	manera bifásica
biotinylated polymer	polímero biotinilado
biotransformation pathway	vías de biotransformación
birefringence station	equipo de birrefringencia
BIRK	BIRK
BIRK - Beta-insulin receptor kinase	BIRK - Cinasa del receptor beta de la insulina
bisphosphonates	bifosfonatos
bismuth subnitrate	subnitrato de bismuto
bisoprolol	bisopro/9/14
bisbenzimide	bisbenzimida
birth defect	malformación congénita
biuret	biuret
bitolterol	bitolterol
bisoprolol	bisoprolol
blank human plasma	plasma humano en blanco
bladder neck obstruction	obstrucción del cuello vesical
bladder neoplasms malignant	cáncer de vejiga
bladder candidiasis	candidiasis vesical urinaria
BL - baseline	BL - basal
bject ID	número de identificación único del sujeto
blank filter	filtro en blanco
blackout	desmayo
blank titration	prueba en blanco
blank plasma	plasma blanco
blank matrix	matriz blanco
blank value	valor del blanco
bleeding	sangrado
blank preparation	preparación en blanco
blank run	corrida blanco
blank spectrum	espectro blanco
blister card / blister strip	tira de blíster
blinding	cegado
blister	blíster
blind passage	pasaje ciego
bleeding location	localización del sangrado
bleeding anaemia	anemia por sangrado
blister packs	blísteres
bleeding event	evento hemorrágico
blinded report planning meeting	reunión de planeamiento del informe del estudio ciego
blocking buffer	buffer de bloqueo
blocking agents	antagonismo
bloating	hinchazón
block size	tamaño de bloque
blocked randomisation	aleatorización en bloques
blocking ability	capacidad bloqueadora
blistering	blisteado
blistering sunburn	quemadura solar con ampollas
blisters	blísteres
blood albumin	albúmina en sangre
blood cell partitioning	asociación con los glóbulos rojos
blood and lymphatic system disorders	trastornos de la sangre y del sistema linfático
blood clot	coágulo sanguíneo
blood cells	células sanguíneas
blood brain barrier	barrera hematoencefálica
blood biochemical test	análisis bioquímico de sangre
blood concentration	concentración en sangre
