Source Term	Target Term
Apolipoprotein A-I abnormal	Apolipoproteína A-I anormal
Apolipoprotein A-I decreased	Apolipoproteína A-I disminuida
Apolipoprotein A-II	Apolipoproteína A-II
Apolipoprotein A-I normal	Apolipoproteína A-I normal
Apolipoprotein A-II decreased	Apolipoproteína A-II disminuida
Apolipoprotein A-II increased	Apolipoproteína A-II elevada
Apolipoprotein B	Apolipoproteína B
Apolipoprotein B abnormal	Apolipoproteína B anormal
Apolipoprotein A-II normal	Apolipoproteína A-II normal
Apolipoprotein B decreased	Apolipoproteína B disminuida
Apolipoprotein B increased	Apolipoproteína B elevada
Apolipoprotein B normal	Apolipoproteína B normal
Appendicitis	Apendicitis
Appendicectomy	Apendicectomía
Appendicitis perforated	Apendicitis perforada
Application site atrophy	Atrofia en la zona de aplicación
Application site anaesthesia	Anestesia de la zona de aplicación
Application site dermatitis	Dermatitis en la zona de aplicación
Application site necrosis	Necrosis de la zona de aplicación
Application site erythema	Eritema en la zona de aplicación
Application site irritation	Irritación de la zona de aplicación
Application site rash	Erupción de la zona de aplicación
Application site oedema	Edema en la zona de aplicación
Application site pruritus	Prurito en la zona de aplicación
Application site pain	Dolor de la zona de aplicación
Application site warmth	Calor en la zona de aplicación
Application site reaction	Reacción en la zona de aplicación
Application site ulcer	Úlcera en la zona de aplicación
Apraxia	Apraxia
Aptyalism	Aptialismo
Aprosody	Aprosodia
Arachnoiditis	Aracnoiditis
APUDoma	Apudoma
Aquagenic pruritus	Prurito acuagénico
Argentine haemorrhagic fever	Fiebre hemorrágica argentina
Areflexia	Arreflexia
Arenaviral haemorrhagic fever	Fiebre hemorrágica por arenavirus
Argyria	Argiria
Argyll-Robertson pupils	Pupilas de Argyll-Robertson
Arm amputation	Amputación de brazo
Aromatase inhibition therapy	Tratamiento de inhibición de la aromatasa
Arnold-Chiari malformation	Malformación de Arnold-Chiari
Arrhythmia	Arritmia
Aromatherapy	Aromaterapia
Arrested labour	Parto interrumpido
Arrhythmia neonatal	Arritmia neonatal
Arsenical keratosis	Queratosis arsenical
Arterectomy with graft replacement	Arterectomía con sustitución de injerto
Arrhythmia supraventricular	Arritmia supraventricular
Arterial aneurysm repair	Reparación de aneurisma arterial
Arterial catheterisation abnormal	Cateterismo arterial anormal
Arterial catheterisation	Cateterismo arterial
Arterial injury	Lesión arterial traumática
Arterial ligation	Ligadura arterial
Arterial catheterisation normal	Cateterismo arterial normal
Arterial spasm	Espasmo arterial
Arterial rupture	Ruptura arterial
Arteriovenous fistula operation	Cirugía de fístula arteriovenosa
Arterial thrombosis limb	Trombosis arterial en extremidad
Arterial thrombosis	Trombosis arterial
Arteriovenous fistula thrombosis	Trombosis de fístula arteriovenosa
Arteriovenous malformation	Malformación arteriovenosa
Arteriogram carotid	Arteriografía carotídea
Arteriogram carotid normal	Arteriografía carotídea normal
Arteriogram carotid abnormal	Arteriografía carotídea anormal
Arteriogram coronary	Arteriografía coronaria
Arteriogram renal	Arteriografía renal
Arteriogram coronary abnormal	Arteriografía coronaria anormal
Arteriogram coronary normal	Arteriografía coronaria normal
Arteriosclerosis coronary artery	Arterioesclerosis de la arteria coronaria
Arteriogram renal normal	Arteriografía renal normal
Arteriosclerosis	Arterioesclerosis
Arteriogram renal abnormal	Arteriografía renal anormal
Arteriosclerotic gangrene	Gangrena arterioesclerótica
Arteriosclerosis Moenckeberg-type	Arterioesclerosis tipo Moenckeberg
Arteriospasm coronary	Arteriospasmo coronario
Arteritis coronary	Arteritis coronaria
Arteriovenous fistula	Fístula arteriovenosa
Arteritis	Arteritis
Arthralgia	Artralgia
Arthritis climacteric	Artritis climatérica
Arthritis enteropathic	Artritis enteropática
Arthritis	Artritis
Arthritis rubella	Artritis por rubéola
Arthritis salmonella	Artritis por salmonella
Arthritis gonococcal	Artritis gonocócica
Arthritis reactive	Artritis reactiva
Arthrogram abnormal	Artrografía anormal
Arthritis viral	Artritis viral
Arthrogram	Artrografía
Arthropod scratch	Arañazo de artrópodo
Arthropod bite	Mordedura de artrópodo
Arthropathy	Artropatía
Arthrogram normal	Artrografía normal
Arthroscopy abnormal	Artroscopia anormal
Arthropod sting	Picadura de artrópodo
Arthroscopy normal	Artroscopia normal
Arthroscopy	Artroscopia
Articular disc disorder	Trastorno del disco articular
Artificial menopause	Menopausia artificial
Articular calcification	Calcificación articular
Ascariasis	Ascariasis
Asbestosis	Asbestosis
Artificial rupture of membranes	Ruptura artificial de membranas
Ascites	Ascitis
Asocial behaviour	Comportamiento asocial
Aspartate aminotransferase abnormal	Aspartato aminotransferasa anormal
Aspartate aminotransferase	Aspartato aminotransferasa
Aspartate aminotransferase decreased	Aspartato aminotransferasa disminuida
Aspartate aminotransferase increased	Aspartato aminotransferasa elevada
Aspergilloma	Aspergiloma
Asperger's disorder	Trastorno de Asperger
Aspartate aminotransferase normal	Aspartato aminotransferasa normal
Aspergillosis oral	Aspergilosis oral
Aspergillosis	Aspergilosis
Aspermia	Aspermia
Asphyxia	Asfixia
Aspiration	Aspiración
Aspiration bone marrow abnormal	Aspiración anormal de médula ósea
Aspiration bone marrow normal	Aspiración normal de médula ósea
Aspiration bone marrow	Aspiración de médula ósea
Aspiration bursa normal	Aspiración bursal normal
Aspiration epididymal cyst	Aspiración de quiste epididimal
Aspiration bursa abnormal	Aspiración bursal anormal
Aspiration bursa	Aspiración de bolsa
Aspiration joint	Aspiración articular
Aspiration epididymal cyst normal	Aspiración normal de quiste epididimal
Aspiration epididymal cyst abnormal	Aspiración anormal de quiste epididimal
Aspiration joint abnormal	Aspiración articular anormal
Aspiration pleural cavity	Aspiración de la cavidad pleural
Aspiration joint normal	Aspiración articular normal
Aspiration spermatocele abnormal	Aspiración anormal de espermatocele
Aspiration spermatocele	Aspiración de espermatocele
Aspiration pleural cavity abnormal	Aspiración anormal de la cavidad pleural
Aspiration pleural cavity normal	Aspiración normal de la cavidad pleural
Aspiration spermatocele normal	Aspiración normal de espermatocele
Aspiration tracheal	Aspiración traqueal
Aspiration tracheal abnormal	Aspiración traqueal anormal
Aspiration tracheal normal	Aspiración traqueal normal
Asterixis	Asterixis
Assisted fertilisation	Fertilización asistida
Asthenia	Astenia
Asthma	Asma
Asthenopia	Astenopía
Astrocytoma	Astrocitoma
Asthma late onset	Asma de comienzo tardío
Asthma exercise induced	Asma inducida por el esfuerzo
Astigmatism	Astigmatismo
Asymptomatic HIV infection	Infección VIH asintomática
Ataxia telangiectasia	Ataxia telangiectasia
Ataxia	Ataxia
Atonic seizures	Crisis atónicas
Atelectasis	Atelectasia
Atelectasis neonatal	Atelectasia neonatal
Athetosis	Atetosis
Atonic urinary bladder	Vejiga urinaria atónica
Atrial fibrillation	Fibrilación auricular
Atrial flutter	Aleteo auricular
Atopy	Atopía
Atrial septal defect acquired	Defecto del tabique auricular (adquirido)
Atrial septal defect repair	Reparación de defecto del tabique interauricular
Atrial septal defect	Defecto de la pared auricular
Atrioventricular block complete	Bloqueo auriculoventricular completo
Atrial tachycardia	Taquicardia auricular
Atrioventricular block	Bloqueo auriculoventricular
Atrophic vulvovaginitis	Vulvovaginitis atrófica
Atrioventricular block second degree	Bloqueo auriculoventricular de segundo grado
Atrophy	Atrofia
Atrioventricular block first degree	Bloqueo auriculoventricular de primer grado
Attention-seeking behaviour	Comportamiento para llamar la atención
Attention deficit/hyperactivity disorder	Trastorno por déficit de atención con hiperactividad
Atypical attention deficit syndrome	Síndrome por déficit de atención atípico
Audiogram abnormal	Audiograma anormal
Audiogram	Audiograma
Atypical mycobacterial lymphadenitis	Linfadenitis micobacteriana atípica
Aura	Aura
Aural polyp	Pólipo de oído
Audiogram normal	Audiograma normal
Auditory recruitment	Reclutamiento auditivo
Auricular swelling	Hinchazón del pabellón auditivo
Auricular perichondritis	Pericondritis del pabellón de la oreja
Auricular haematoma	Hematoma del pabellón de la oreja
Autoimmune hepatitis	Hepatitis autoinmunitaria
Autism	Autismo
Automatism	Automatismo
Autologous bone marrow transplantation therapy	Tratamiento con trasplante de médula ósea autóloga
Automatism epileptic	Automatismo epiléptico
Autonomic nervous system imbalance	Desequilibrio del sistema nervioso autónomo
Automatism, command	Automatismo ante una orden
Axillary candidiasis	Candidiasis axilar
Autotransfusion	Autotransfusión
Avoidant personality disorder	Trastorno de la personalidad por evitación
Azoospermia	Azoospermia
Axillary vein thrombosis	Trombosis de la vena axilar
Axillary nerve injury	Lesión traumática del nervio axilar
Axonal neuropathy	Neuropatía axonal
B precursor type acute leukaemia	Leucemia aguda de precursoras de células B
Azotaemia	Uremia
B-cell lymphoma	Linfoma de células B
B-cell lymphoma refractory	Linfoma de células B refractario
B-cell lymphoma recurrent	Linfoma de células B recurrente
B-cell lymphoma stage II	Linfoma de células B, estadio II
B-cell lymphoma stage III	Linfoma de células B, estadio III
B-cell lymphoma stage I	Linfoma de células B, estadio I
B-cell lymphoma stage IV	Linfoma de células B, estadio IV
B-cell small lymphocytic lymphoma	Linfoma linfocítico de células B pequeñas
B-cell small lymphocytic lymphoma recurrent	Linfoma linfocítico de células B pequeñas, recurrente
B-cell small lymphocytic lymphoma refractory	Linfoma linfocítico de células B pequeñas, refractario
B-cell small lymphocytic lymphoma stage III	Linfoma linfocítico de células B pequeñas, estadio III
B-cell small lymphocytic lymphoma stage I	Linfoma linfocítico de células B pequeñas, estadio I
B-cell small lymphocytic lymphoma stage II	Linfoma linfocítico de células B pequeñas, estadio II
B-cell small lymphocytic lymphoma stage IV	Linfoma linfocítico de células B pequeñas, estadio IV
B-cell unclassifiable lymphoma high grade	Linfoma no clasificable de células B de alto grado
B-cell type acute leukaemia	Leucemia aguda de células B
Babesiosis	Babesiosis
B-cell unclassifiable lymphoma low grade	Linfoma no clasificable de células B de bajo grado
Bach's flower remedy	Remedio de la flor de Bach
Back crushing	Aplastamiento de la espalda
Bacillary angiomatosis	Angiomatosis bacilar
Back disorder	Trastorno de la espalda
Back pain	Dolor de espalda
Back injury	Lesión traumática de la espalda
Bacterial abscess central nervous system	Absceso bacteriano del sistema nervioso central
Bacteraemia	Bacteriemia
Bacterial pericarditis	Pericarditis bacteriana
Bacterial diarrhoea	Diarrea bacteriana
Bacterial disease carrier	Portador de enfermedad bacteriana
Bacterial food poisoning	Intoxicación alimentaria bacteriana
Balanitis	Balanitis
Bacterial toxaemia	Toxemia bacteriana
Bacteriuria	Bacteriuria
Bacteriuria in pregnancy	Bacteriuria en el embarazo
Balantidiasis	Balantidiasis
Balanitis candida	Balanitis por cándida
Bankruptcy	Ruina económica
Balanoposthitis	Balanopostitis
Barium enema	Enema de bario
Barium double contrast	Radiografía de contraste doble con bario
Barium enema abnormal	Enema de bario anormal
Barium enema normal	Enema de bario normal
Barium meal abnormal	Radiografía anormal con papilla de bario
Barium meal and follow through	Tránsito con papilla de bario
Barium meal and follow through abnormal	Tránsito anormal con papilla de bario
Barium meal	Radiografía con papilla de bario
Barium meal and follow through normal	Tránsito normal con papilla de bario
Barium swallow	Deglución de papilla de bario
Barium meal normal	Radiografía normal con papilla de bario
Barium swallow abnormal	Deglución anormal de papilla de bario
Barotitis media	Barotitis media
Barium swallow normal	Deglución normal de papilla de bario
Barrel chest	Tórax en tonel
Bartholin's cyst removal	Extirpación de quiste de Bartolino
Bartholin's abscess	Absceso de la glándula de Bartholin
Bartholin's cyst	Quiste de Bartolino
Barrett's oesophagus	Esófago de Barrett
Basal cell carcinoma	Carcinoma basocelular
Bartholinitis	Bartholinitis
Basal ganglion degeneration	Degeneración de los ganglios basales
Bartonellosis	Bartonelosis
Basophil count decreased	Recuento disminuido de basófilos
Basilar artery stenosis	Estenosis de la arteria basilar
Basedow's disease	Enfermedad de Basedow
Basophil count increased	Recuento aumentado de basófilos
Basophil count normal	Recuento normal de basófilos
Basophilia	Basofilia
Basosquamous carcinoma	Carcinoma basoescamoso
Basosquamous carcinoma of skin	Carcinoma basoescamoso de la piel
Bed bug infestation	Infestación por chinches
Behcet's syndrome	Síndrome de Behçet
Becker's naevus	Nevo de Becker
Benign breast neoplasm	Neoplasia benigna de mama
Bence Jones proteinuria	Proteinuria de Bence Jones
Belligerence	Beligerancia
Benign breast lump removal	Extirpación de nódulo mamario benign
Benign colonic neoplasm	Neoplasia benigna de colon
Benign familial pemphigus	Pénfigo familiar benigno
Benign duodenal neoplasm	Neoplasia benigna de duodeno
Benign cardiac neoplasm	Neoplasia cardiaca benigna
Benign hydatidiform mole	Mola hidatiforme benigna
Benign intracranial hypertension	Hipertensión intracraneal benigna
Benign hepatic neoplasm	Neoplasia hepática benigna
Benign gastric neoplasm	Neoplasia gástrica benigna
Benign mediastinal neoplasm	Neoplasia mediastínica benigna
Benign laryngeal neoplasm	Neoplasia laríngea benigna
Benign lung neoplasm	Neoplasia benigna de pulmón
Benign neoplasm of bladder	Neoplasia benigna de vejiga
Benign neoplasm of cervix uteri	Neoplasia benigna cervicouterina
Benign neoplasm of adrenal gland	Neoplasia benigna de glándula suprarrenal
Benign middle ear neoplasm	Neoplasia benigna del oído medio
Benign neoplasm of conjunctiva	Neoplasia benigna de la conjuntiva
Benign neoplasm of choroid	Neoplasia benigna de la coroides
Benign neoplasm of cornea	Neoplasia benigna de la córnea
Benign neoplasm of epididymis	Neoplasia benigna de epidídimo
Benign neoplasm of islets of Langerhans	Neoplasia benigna de los islotes de Langerhans
Benign neoplasm of eye	Neoplasia benigna de ojo
Benign neoplasm of lacrimal duct	Neoplasia benigna del conducto lagrimal
Benign neoplasm of pineal gland	Neoplasia benigna de la glándula pineal
Benign neoplasm of lacrimal gland	Neoplasia benigna de las glándulas lagrimales
Benign neoplasm of orbit	Neoplasia benigna de la órbita
Benign neoplasm of scrotum	Neoplasia benigna de escroto
Benign neoplasm of retina	Neoplasia benigna de retina
Benign neoplasm of prostate	Neoplasia benigna de próstata
Benign neoplasm of skin	Neoplasia cutánea benigna
Benign neoplasm of spinal cord	Neoplasia benigna de médula espinal
Benign neoplasm of thyroid gland	Neoplasia benigna de la glándula tiroides
Benign neoplasm of thymus	Neoplasia benigna del timo
Benign neoplasm of testis	Neoplasia benigna de testículo
Benign neoplasm of ureter	Neoplasia benigna de uréter
Benign oesophageal neoplasm	Neoplasia esofágica benigna
Benign neoplasm of urethra	Neoplasia benigna de uretra
Benign pleural mesothelioma	Mesotelioma pleural benigno
Benign ovarian tumour	Tumor ovárico benigno
Benign peritoneal neoplasm	Neoplasia peritoneal benigna
Benign penile neoplasm	Neoplasia benigna del pene
Benign prostatic hyperplasia	Hiperplasia benigna de próstata
Benign salivary gland neoplasm	Neoplasia benigna de glándula salival
Benign tracheal neoplasm	Neoplasia benigna de tráquea
Benign pleural neoplasm	Neoplasia benigna de pleura
Benign vulval neoplasm	Neoplasia vulvar benigna
Bereavement	Duelo
